測站,農試所(霧峰)    
測站代碼,觀測時間,最高氣溫(℃),最低氣溫(℃),平均相對溼度( %),平均風速(m/s),累計雨量(mm),累積日射量(MJ/m2)
G2F820,2014-10-19,31.6,20.2,75,1.3,0.0,18.43
G2F820,2014-10-20,32.2,19.7,76,1.5,0.0,19.18
G2F820,2014-10-21,33.4,20.2,72,1.2,0.0,18.90
G2F820,2014-10-22,31.6,21.1,76,2.2,0.0,18.06
G2F820,2014-10-23,29.8,20.6,73,1.8,0.0,10.03
G2F820,2014-10-24,30.6,19.3,80,1.5,0.0,16.54
G2F820,2014-10-25,30.7,21.1,83,1.2,0.0,13.04
G2F820,2014-10-26,31.7,21.4,84,1.7,0.0,14.80
G2F820,2014-10-27,32.1,22.1,77,1.7,0.0,15.09
G2F820,2014-10-28,30.3,20.4,78,1.3,0.0,16.29
G2F820,2014-10-29,31.4,20.6,79,1.4,0.0,15.83
G2F820,2014-10-30,31.1,21.3,82,1.3,0.0,13.09
G2F820,2014-10-31,30.0,22.1,84,1.3,0.0,11.21
G2F820,2014-11-01,30.8,22.1,83,1.5,0.0,12.95
G2F820,2014-11-02,30.2,20.7,79,3.0,0.0,16.65
G2F820,2014-11-03,26.7,19.5,65,3.7,0.0,12.06
G2F820,2014-11-04,28.0,18.8,68,1.5,0.0,14.23
G2F820,2014-11-05,29.2,18.3,75,1.4,0.0,15.73
G2F820,2014-11-06,29.8,19.2,74,2.5,0.0,16.69
G2F820,2014-11-07,29.6,19.1,74,1.4,0.0,15.50
G2F820,2014-11-08,28.7,20.6,78,1.9,0.0,9.54
G2F820,2014-11-09,27.2,19.1,84,2.3,0.0,9.88
G2F820,2014-11-10,30.1,17.3,79,1.6,0.0,15.53
G2F820,2014-11-11,29.0,18.2,80,1.5,0.0,14.46
G2F820,2014-11-12,26.6,19.9,80,1.8,0.0,7.09
G2F820,2014-11-13,25.2,18.6,79,1.6,0.5,8.25
G2F820,2014-11-14,24.9,17.4,85,1.0,0.0,7.59
G2F820,2014-11-15,25.0,18.2,88,1.2,0.0,5.54
G2F820,2014-11-16,29.2,19.1,79,2.8,0.0,13.23
G2F820,2014-11-17,25.4,18.6,78,3.3,0.0,5.90
G2F820,2014-11-18,26.9,17.1,69,2.5,0.0,12.54
G2F820,2014-11-19,28.3,17.4,73,1.4,0.0,13.42
G2F820,2014-11-20,28.5,15.4,80,1.1,0.0,15.44
G2F820,2014-11-21,29.2,15.8,80,1.5,0.0,15.29
G2F820,2014-11-22,30.6,15.6,79,1.6,0.0,15.86
G2F820,2014-11-23,29.6,17.2,79,1.5,0.0,14.92
G2F820,2014-11-24,30.1,18.6,78,1.7,0.0,14.99
G2F820,2014-11-25,29.2,17.1,81,1.5,0.0,14.82
G2F820,2014-11-26,30.5,17.0,78,1.4,0.0,14.80
G2F820,2014-11-27,30.7,19.5,80,1.4,0.0,12.55
G2F820,2014-11-28,29.9,20.1,85,1.6,0.0,11.66
G2F820,2014-11-29,30.6,20.5,85,1.5,0.0,11.08
G2F820,2014-11-30,30.3,22.7,84,1.5,0.0,11.57
G2F820,2014-12-01,25.9,16.7,72,4.2,0.0,11.62
G2F820,2014-12-02,19.6,14.1,85,1.7,1.0,4.57
G2F820,2014-12-03,24.1,16.4,84,1.3,0.0,6.95
G2F820,2014-12-04,20.2,13.1,87,3.4,5.0,3.25
G2F820,2014-12-05,19.5,11.5,80,1.2,1.0,4.82
G2F820,2014-12-06,23.7,10.0,79,1.1,0.0,14.25
G2F820,2014-12-07,25.7,12.3,78,1.5,0.0,14.27
G2F820,2014-12-08,25.5,12.6,81,1.7,0.0,14.76
G2F820,2014-12-09,25.3,13.1,81,0.8,0.0,9.69
G2F820,2014-12-10,26.2,16.6,84,2.2,0.0,10.73
G2F820,2014-12-11,23.6,17.1,79,2.8,0.0,6.91
G2F820,2014-12-12,18.2,13.6,78,3.9,0.0,3.90
G2F820,2014-12-13,19.7,12.8,66,2.0,0.0,7.04
G2F820,2014-12-14,23.9,12.6,75,1.1,0.0,13.00
G2F820,2014-12-15,25.8,15.1,76,1.6,0.0,13.09
G2F820,2014-12-16,20.4,10.7,73,3.5,0.0,13.58
G2F820,2014-12-17,16.1,7.6,62,2.9,0.0,5.36
G2F820,2014-12-18,21.7,7.1,71,1.2,0.0,11.13
G2F820,2014-12-19,18.2,12.8,87,1.3,1.0,2.32
G2F820,2014-12-20,22.1,11.6,80,2.5,0.0,12.53
G2F820,2014-12-21,21.2,11.1,80,2.7,0.0,8.81
G2F820,2014-12-22,20.9,8.5,69,2.0,0.0,15.09
G2F820,2014-12-23,22.6,8.7,75,1.1,0.0,7.63
G2F820,2014-12-24,27.2,14.5,72,1.8,0.0,11.37
G2F820,2014-12-25,21.0,13.8,88,1.3,4.0,3.01
G2F820,2014-12-26,19.6,14.9,90,1.2,0.0,4.77
G2F820,2014-12-27,19.5,14.4,92,1.5,2.5,5.35
G2F820,2014-12-28,18.5,13.2,90,2.4,1.0,4.07
G2F820,2014-12-29,20.8,10.6,73,1.9,0.0,13.48
G2F820,2014-12-30,23.6,8.7,77,1.3,0.0,15.03
G2F820,2014-12-31,23.0,8.9,77,1.5,0.0,41.63
